Course,UCAS,25 Above,Disability,Ethnicity,Gender,British,English native Language,Parent He attendance,Polar 4 Score,SLC,Care Leaver,Student Visa,Refugee,London Permanent Residence,UCAS Points,English,Maths,A Levels,Btec,Previous work,Bursary,Attendance,AWM year 1,AWM year 2,AWM year 3,Overall AWM,Progress,First Sit,Second Sit,Fails,No Submissions,Late Submission,Pass,Re Takes,desertion
BA,yes,no,no,White,Female,no,yes,no,1.0,yes,,yes,no,no,80.0,5.0,5.0,yes,no,no,,64,59,62.0,77.0,66.0,yes,5,1.0,0,2,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,no,1.0,yes,,,no,no,95.0,5.0,5.0,yes,no,yes,yes,71,53,47.0,80.0,60.0,yes,3,3.0,0,4,3,100.0,yes,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,5.0,yes,no,,no,yes,125.0,3.0,4.0,yes,no,no,,69,60,80.0,54.0,64.66666666666667,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,3.0,no,no,yes,no,no,104.0,6.0,7.0,yes,no,no,,45,38,,,38.0,no,3,0.0,1,4,2,16.666666666666668,yes,yes
BA,yes,no,no,White,Male,no,no,yes,1.0,yes,no,yes,no,no,128.0,4.0,4.0,no,yes,yes,,58,55,41.0,,48.0,yes,6,0.0,0,0,0,100.0,no,yes
BA,yes,no,no,Black/Black British African,Female,no,no,no,3.0,yes,yes,,no,no,80.0,4.0,4.0,yes,no,no,yes,90,70,87.0,82.0,79.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,yes,3.0,no,no,,no,yes,102.0,3.0,4.0,yes,yes,yes,,54,50,55.0,71.0,58.666666666666664,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,4.0,yes,no,,no,yes,123.0,3.0,4.0,no,yes,no,,100,72,51.0,58.0,60.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,no,4.0,yes,no,,no,no,120.0,,,yes,no,no,,64,75,44.0,42.0,53.666666666666664,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,no,no,no,yes,144.0,4.0,4.0,no,yes,no,no,82,63,73.0,85.0,73.66666666666667,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,yes,White,Male,no,no,no,3.0,no,no,yes,no,no,160.0,4.0,5.0,no,yes,no,yes,79,46,66.0,43.0,51.666666666666664,yes,5,1.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,5.0,no,no,no,no,yes,122.0,3.0,2.0,no,yes,no,no,89,57,49.0,69.0,58.333333333333336,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,no,no,no,yes,,8.0,7.0,yes,no,no,no,90,42,79.0,43.0,54.666666666666664,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,4.0,yes,no,no,no,yes,152.0,,,yes,no,no,no,75,50,58.0,51.0,53.0,yes,5,1.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,3.0,no,,yes,no,no,168.0,8.0,7.0,yes,no,yes,no,77,71,63.0,49.0,61.0,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,no,yes,White,Male,no,no,no,5.0,yes,no,yes,no,no,108.0,3.0,2.0,yes,no,no,yes,48,39,,,39.0,no,5,,1,0,2,16.666666666666668,no,yes
BA,yes,no,no,White,Female,yes,yes,no,1.0,yes,no,no,no,no,120.0,5.0,4.0,yes,no,yes,yes,91,58,65.0,44.0,55.666666666666664,yes,3,3.0,0,2,2,100.0,yes,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,2.0,no,no,no,yes,no,128.0,5.0,5.0,yes,no,yes,yes,58,41,38.0,,39.5,no,2,0.0,4,5,3,66.66666666666667,yes,yes
BA,yes,no,no,Asian,Female,yes,yes,yes,4.0,yes,no,no,no,yes,84.0,3.0,6.0,no,yes,yes,no,79,73,82.0,57.0,70.66666666666667,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,no,3.0,no,no,yes,no,no,,5.0,5.0,yes,no,no,no,88,82,49.0,65.0,65.33333333333333,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,no,4.0,yes,no,no,no,yes,148.0,4.0,4.0,no,no,yes,no,65,61,83.0,43.0,62.333333333333336,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,yes,no,Black/Black British African,Female,no,yes,no,,no,no,yes,no,no,168.0,4.0,4.0,yes,no,no,no,63,41,81.0,41.0,54.333333333333336,yes,3,3.0,0,3,2,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,no,no,yes,82.0,4.0,4.0,yes,no,no,no,87,69,67.0,61.0,65.66666666666667,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,no,96.0,,,no,yes,yes,no,59,40,,,40.0,yes,4,2.0,0,1,0,100.0,no,yes
BA,yes,no,no,White,Male,yes,no,yes,5.0,yes,no,no,no,yes,86.0,6.0,5.0,no,no,no,no,98,43,83.0,74.0,66.66666666666667,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,no,,6.0,6.0,yes,yes,yes,no,94,47,69.0,62.0,59.333333333333336,yes,3,3.0,0,4,2,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,95.0,8.0,4.0,yes,no,yes,no,98,83,77.0,66.0,75.33333333333333,yes,4,2.0,0,4,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,yes,yes,,yes,no,no,no,no,125.0,,,no,yes,no,no,87,74,71.0,63.0,69.33333333333333,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,yes,133.0,6.0,5.0,yes,,yes,no,77,60,73.0,82.0,71.66666666666667,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,2.0,no,no,no,yes,yes,98.0,5.0,4.0,yes,,no,yes,75,60,,,60.0,yes,4,2.0,0,0,1,100.0,no,yes
BA,yes,no,no,White,Male,yes,yes,,3.0,yes,no,no,no,no,168.0,7.0,5.0,yes,,no,no,79,51,73.0,55.0,59.666666666666664,yes,3,3.0,0,1,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,yes,3.0,no,no,no,no,yes,103.0,5.0,5.0,,,yes,no,72,73,51.0,56.0,60.0,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,no,no,yes,,no,no,yes,no,no,168.0,4.0,4.0,no,yes,yes,no,74,54,66.0,36.0,52.0,no,3,3.0,4,3,2,66.66666666666667,yes,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,,3.0,yes,no,no,no,yes,168.0,5.0,4.0,no,yes,yes,no,99,77,51.0,46.0,58.0,yes,3,3.0,0,2,2,100.0,yes,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,yes,88.0,4.0,4.0,,no,yes,,93,80,59.0,72.0,70.33333333333333,yes,5,1.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,107.0,5.0,5.0,,no,yes,,97,85,68.0,47.0,66.66666666666667,yes,4,2.0,0,1,1,100.0,yes,no
BA,yes,no,no,White,Female,yes,yes,no,4.0,yes,no,no,no,yes,111.0,7.0,6.0,,no,yes,,44,36,,,36.0,no,5,,2,0,1,33.333333333333336,no,yes
BA,yes,no,no,White,Male,yes,yes,no,1.0,yes,no,no,no,no,168.0,5.0,6.0,,no,yes,yes,60,71,42.0,36.0,49.666666666666664,no,3,3.0,2,0,2,33.333333333333336,yes,no
BA,yes,no,yes,White,Female,yes,yes,no,2.0,yes,no,no,no,yes,122.0,7.0,5.0,yes,no,yes,yes,70,71,77.0,41.0,63.0,yes,4,2.0,0,1,1,100.0,yes,no
BA,yes,no,yes,Asian,Male,yes,no,yes,5.0,yes,no,no,no,yes,116.0,8.0,9.0,yes,no,no,yes,76,71,50.0,41.0,54.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,yes,White,Male,yes,yes,yes,5.0,yes,,no,no,no,107.0,4.0,4.0,yes,no,no,yes,72,62,79.0,49.0,63.333333333333336,yes,4,2.0,0,3,1,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,no,no,,no,,no,no,no,153.0,9.0,8.0,no,no,yes,,93,80,49.0,36.0,55.0,no,5,1.0,2,1,1,33.333333333333336,yes,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,,no,,yes,no,no,,,,yes,no,no,no,79,61,53.0,33.0,49.0,no,3,3.0,4,5,0,66.66666666666667,yes,no
BA,yes,no,no,Asian,Male,yes,yes,no,4.0,yes,no,no,no,yes,93.0,8.0,5.0,yes,no,no,no,40,32,,,32.0,no,1,1.0,2,4,1,33.333333333333336,yes,yes
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,5.0,yes,no,no,no,yes,116.0,,,yes,no,yes,no,74,78,73.0,71.0,74.0,yes,3,3.0,0,4,1,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,no,5.0,yes,no,no,no,yes,133.0,7.0,4.0,yes,no,no,no,80,65,,,65.0,yes,4,2.0,0,0,0,100.0,no,yes
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,121.0,5.0,6.0,no,no,yes,no,92,50,49.0,65.0,54.666666666666664,yes,3,3.0,0,4,0,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,yes,96.0,4.0,5.0,yes,yes,yes,no,70,53,56.0,49.0,52.666666666666664,yes,5,1.0,0,3,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,yes,80.0,5.0,5.0,yes,no,no,yes,61,80,48.0,84.0,70.66666666666667,yes,5,1.0,0,4,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,93.0,5.0,5.0,yes,no,yes,yes,69,65,69.0,62.0,65.33333333333333,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,2.0,no,no,no,no,no,125.0,3.0,4.0,yes,no,no,yes,46,39,,,39.0,no,3,1.0,4,2,1,66.66666666666667,no,yes
BA,yes,no,no,White,Male,yes,yes,no,4.0,yes,no,no,no,yes,104.0,6.0,7.0,yes,no,no,no,66,66,69.0,63.0,66.0,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,4.0,yes,yes,no,yes,yes,128.0,4.0,4.0,no,yes,yes,yes,82,61,57.0,59.0,59.0,yes,5,1.0,0,5,3,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,no,4.0,yes,no,no,no,yes,80.0,4.0,4.0,yes,no,no,no,98,46,73.0,74.0,64.33333333333333,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,no,no,yes,102.0,3.0,4.0,yes,yes,no,no,93,56,61.0,62.0,59.666666666666664,yes,4,2.0,0,2,2,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,no,,yes,no,no,no,no,123.0,3.0,4.0,no,yes,no,no,74,80,85.0,60.0,75.0,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,120.0,,,yes,no,no,no,60,42,59.0,46.0,49.0,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,yes,no,White,Female,yes,yes,no,5.0,yes,no,no,no,yes,144.0,4.0,4.0,no,yes,yes,no,42,42,31.0,,36.5,no,4,2.0,5,0,0,83.33333333333333,no,yes
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,yes,160.0,4.0,5.0,no,yes,no,no,68,46,87.0,40.0,57.0,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,122.0,3.0,2.0,no,yes,yes,no,75,58,82.0,46.0,62.0,yes,5,1.0,0,1,0,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,yes,2.0,yes,no,no,no,no,,8.0,7.0,yes,no,yes,yes,67,73,48.0,43.0,54.666666666666664,yes,4,2.0,0,3,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,no,3.0,yes,no,no,no,yes,152.0,,,yes,no,no,,92,69,76.0,73.0,72.66666666666667,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,no,5.0,yes,no,no,no,yes,168.0,8.0,7.0,yes,no,no,,78,56,40.0,75.0,57.0,yes,4,2.0,0,1,2,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,108.0,3.0,2.0,yes,no,no,,71,84,76.0,63.0,74.33333333333333,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,1.0,yes,no,no,no,yes,107.0,5.0,3.0,yes,no,no,yes,64,67,80.0,85.0,77.33333333333333,yes,3,3.0,0,2,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,105.0,4.0,5.0,yes,no,yes,,58,33,,,33.0,no,3,2.0,4,4,1,66.66666666666667,yes,yes
BA,yes,no,no,Asian,Male,yes,yes,no,2.0,yes,no,no,no,yes,120.0,5.0,6.0,yes,yes,no,yes,98,40,40.0,69.0,49.666666666666664,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,4.0,yes,no,no,no,yes,101.0,,,yes,no,yes,no,93,85,77.0,63.0,75.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,100.0,4.0,4.0,no,no,yes,yes,81,43,42.0,33.0,39.333333333333336,no,6,0.0,5,0,2,83.33333333333333,no,no
BA,yes,yes,no,Asian,Female,no,no,no,3.0,no,no,yes,no,no,152.0,5.0,5.0,no,yes,yes,no,95,59,50.0,74.0,61.0,yes,6,0.0,0,0,0,100.0,no,no
Ba,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,86.0,5.0,4.0,yes,no,no,no,42,44,33.0,,38.5,no,4,2.0,5,0,1,83.33333333333333,no,yes
ba,yes,no,no,White,Female,no,no,yes,5.0,no,no,no,no,no,102.0,3.0,4.0,yes,yes,no,no,72,44,64.0,58.0,55.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,yes,Black/Black British African,Female,no,yes,no,5.0,yes,no,no,no,no,123.0,3.0,4.0,no,yes,no,yes,98,57,53.0,45.0,51.666666666666664,yes,3,3.0,0,0,2,100.0,no,no
ba,yes,no,yes,White,Female,no,yes,no,3.0,no,no,yes,no,no,120.0,,,yes,no,no,yes,91,66,84.0,62.0,70.66666666666667,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,yes,yes,no,2.0,no,no,no,no,yes,144.0,4.0,4.0,no,yes,yes,yes,95,43,83.0,76.0,67.33333333333333,yes,5,1.0,0,1,2,100.0,no,no
BA,yes,no,no,White,Male,yes,no,yes,3.0,no,no,no,no,yes,152.0,,,yes,no,no,no,91,51,44.0,49.0,48.0,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,,no,no,yes,no,no,168.0,8.0,7.0,yes,no,no,no,62,53,58.0,37.0,49.333333333333336,no,5,1.0,3,0,1,50.0,no,no
BA,yes,no,no,Asian,Male,no,no,no,5.0,no,yes,no,yes,yes,108.0,3.0,2.0,yes,no,no,yes,90,48,79.0,69.0,65.33333333333333,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,yes,,,no,no,no,no,no,107.0,5.0,3.0,yes,no,no,no,74,58,69.0,44.0,57.0,yes,5,1.0,0,0,1,100.0,yes,no
BA,yes,no,no,White,Male,yes,no,yes,3.0,yes,no,no,no,no,105.0,4.0,5.0,yes,no,yes,no,60,47,64.0,34.0,48.333333333333336,no,5,1.0,5,1,1,83.33333333333333,no,no
BA,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,yes,120.0,5.0,6.0,yes,yes,no,no,85,62,82.0,79.0,74.33333333333333,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,yes,no,Asian,Female,no,yes,,2.0,no,no,no,no,no,101.0,,,yes,no,yes,yes,84,57,40.0,40.0,45.666666666666664,yes,1,5.0,0,3,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,4.0,no,no,no,no,yes,100.0,4.0,4.0,no,no,yes,no,76,75,57.0,47.0,59.666666666666664,yes,4,2.0,0,2,1,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,yes,yes,3.0,no,no,no,no,yes,152.0,5.0,5.0,no,yes,yes,no,65,46,87.0,85.0,72.0,yes,3,3.0,0,2,2,100.0,yes,no
BA,yes,no,no,Black/Black British African,Female,yes,no,no,1.0,yes,no,no,no,no,86.0,5.0,4.0,yes,no,yes,yes,52,48,40.0,,44.0,yes,3,3.0,0,4,2,100.0,yes,yes
BA,yes,yes,yes,Black/Black British African,Female,yes,yes,no,4.0,yes,no,no,no,yes,92.0,6.0,6.0,yes,no,no,yes,96,50,62.0,55.0,55.666666666666664,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,yes,no,White,Female,no,no,no,2.0,yes,no,no,no,yes,98.0,,,yes,no,yes,yes,81,67,54.0,37.0,52.666666666666664,no,5,1.0,2,1,1,33.333333333333336,yes,no
BA,yes,yes,no,Other ethnic background,Female,yes,no,no,4.0,no,no,no,no,yes,117.0,5.0,6.0,yes,no,yes,no,90,54,65.0,40.0,53.0,yes,4,2.0,0,4,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,4.0,no,no,no,no,yes,88.0,5.0,4.0,yes,yes,yes,no,79,62,83.0,56.0,67.0,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,yes,no,Asian,Male,yes,yes,yes,3.0,yes,no,no,no,yes,114.0,5.0,5.0,no,no,yes,,66,80,40.0,37.0,52.333333333333336,no,3,3.0,3,0,2,50.0,yes,no
BA,yes,yes,no,White,Female,no,no,yes,4.0,yes,no,no,no,yes,108.0,4.0,6.0,no,,yes,,84,52,87.0,44.0,60.333333333333336,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,yes,no,Black/Black British African,Female,yes,yes,yes,4.0,yes,no,no,no,yes,130.0,6.0,5.0,yes,,yes,,86,52,56.0,45.0,51.0,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,3.0,yes,no,no,no,yes,112.0,6.0,4.0,no,yes,no,no,90,85,49.0,50.0,61.333333333333336,yes,5,1.0,0,3,3,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,5.0,no,no,yes,no,no,89.0,6.0,5.0,yes,,no,no,83,42,43.0,82.0,55.666666666666664,yes,3,3.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,4.0,yes,no,no,no,yes,103.0,4.0,5.0,yes,,no,no,66,48,43.0,66.0,52.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Female,yes,no,no,2.0,no,no,no,no,yes,128.0,4.0,4.0,no,yes,no,yes,80,72,65.0,50.0,62.333333333333336,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,yes,no,Asian,Male,yes,yes,no,,no,no,no,no,no,91.0,,,no,,no,no,86,52,85.0,84.0,73.66666666666667,yes,3,3.0,0,3,2,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,no,no,no,no,yes,128.0,4.0,5.0,no,yes,no,no,100,70,62.0,73.0,68.33333333333333,yes,4,2.0,0,2,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,yes,5.0,yes,no,no,no,no,82.0,3.0,3.0,no,yes,no,no,60,41,71.0,62.0,58.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,yes,no,Black/Black British African,Male,yes,yes,no,4.0,yes,no,no,no,yes,84.0,4.0,4.0,yes,no,no,no,92,58,87.0,81.0,74.66666666666667,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,yes,no,White,Male,no,no,yes,,no,no,no,no,no,127.0,,5.0,no,no,no,no,64,61,69.0,71.0,67.0,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,yes,,no,no,yes,no,no,120.0,4.0,4.0,yes,no,no,no,85,55,40.0,56.0,50.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,no,96.0,4.0,5.0,no,yes,no,no,46,44,66.0,47.0,52.333333333333336,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,White,Male,yes,,yes,1.0,yes,no,no,no,no,82.0,,,no,no,yes,no,95,61,41.0,47.0,49.666666666666664,yes,3,3.0,0,2,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,no,no,2.0,yes,no,no,no,no,117.0,,,no,yes,yes,yes,61,45,78.0,41.0,54.666666666666664,yes,5,1.0,0,1,1,100.0,yes,no
BA,yes,no,no,Other ethnic background,Female,no,,no,3.0,no,no,no,no,no,153.0,9.0,8.0,no,no,no,no,72,55,51.0,54.0,53.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,,no,no,yes,no,no,,,,yes,no,no,no,76,47,72.0,80.0,66.33333333333333,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Female,yes,,yes,2.0,yes,no,no,no,no,93.0,8.0,5.0,yes,no,yes,yes,98,55,81.0,53.0,63.0,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,4.0,no,no,no,no,no,116.0,,,yes,no,yes,no,84,53,49.0,59.0,53.666666666666664,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,yes,no,White,Female,yes,,yes,2.0,yes,no,no,no,no,133.0,7.0,4.0,yes,no,yes,yes,65,71,68.0,75.0,71.33333333333333,yes,3,3.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Female,no,,no,1.0,yes,no,yes,no,no,121.0,5.0,6.0,no,no,no,no,64,82,79.0,63.0,74.66666666666667,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,,no,1.0,yes,no,no,no,no,96.0,4.0,5.0,yes,yes,yes,yes,84,43,49.0,67.0,53.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,5.0,yes,no,no,no,yes,80.0,5.0,5.0,yes,no,no,no,95,43,58.0,36.0,45.666666666666664,no,3,3.0,2,4,0,33.333333333333336,yes,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,,no,no,yes,no,no,,5.0,5.0,yes,no,yes,no,83,65,67.0,69.0,67.0,yes,5,1.0,0,5,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,1.0,yes,no,yes,no,no,125.0,3.0,4.0,yes,no,no,no,52,45,38.0,,27.666666666666668,no,5,1.0,3,0,2,50.0,no,yes
BA,yes,no,no,Black/Black British African,Female,no,no,no,3.0,yes,yes,no,no,no,104.0,6.0,7.0,yes,no,no,yes,60,37,0.0,0.0,37.0,no,3,2.0,3,0,1,50.0,no,yes
BA,yes,no,no,Asian,Male,yes,no,yes,3.0,no,,no,no,yes,128.0,4.0,4.0,no,yes,no,no,96,80,46.0,52.0,59.333333333333336,yes,5,1.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,4.0,yes,,no,no,yes,80.0,4.0,4.0,yes,no,no,no,89,79,73.0,69.0,73.66666666666667,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,yes,,no,4.0,yes,,no,no,no,102.0,3.0,4.0,yes,yes,yes,,50,40,43.0,72.0,51.666666666666664,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,,no,no,yes,123.0,3.0,4.0,no,yes,no,,100,74,50.0,77.0,67.0,yes,3,3.0,0,0,0,100.0,no,no
BA,yes,no,yes,White,Male,no,no,no,3.0,no,,yes,no,no,120.0,,,yes,no,no,yes,76,60,79.0,47.0,62.0,yes,4,2.0,0,0,0,100.0,yes,no
BA,yes,no,no,White,Male,no,no,yes,5.0,no,,no,no,yes,144.0,4.0,4.0,no,yes,no,,85,83,68.0,42.0,64.33333333333333,yes,4,2.0,0,0,0,100.0,yes,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,,no,no,yes,160.0,4.0,5.0,no,yes,no,,67,72,79.0,67.0,72.66666666666667,yes,4,2.0,0,2,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,4.0,yes,no,no,no,yes,122.0,3.0,2.0,no,yes,no,,67,46,84.0,82.0,70.66666666666667,yes,3,3.0,0,1,2,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,3.0,no,no,yes,no,no,,8.0,7.0,yes,no,no,no,87,71,63.0,40.0,58.0,yes,5,1.0,0,3,1,100.0,yes,no
BA,yes,no,yes,White,Male,no,no,no,5.0,yes,no,yes,no,no,152.0,,,yes,no,no,yes,65,54,74.0,41.0,56.333333333333336,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,no,1.0,yes,no,no,no,no,168.0,8.0,7.0,yes,no,yes,yes,98,49,40.0,58.0,49.0,yes,1,5.0,0,4,2,100.0,yes,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,2.0,no,no,no,yes,no,108.0,3.0,2.0,yes,no,no,yes,48,34,,,34.0,no,3,1.0,4,0,1,66.66666666666667,no,yes
BA,yes,no,no,Asian,Female,yes,yes,yes,4.0,yes,no,no,no,yes,120.0,5.0,4.0,yes,no,yes,no,87,58,51.0,38.0,49.0,no,3,3.0,2,2,0,33.333333333333336,no,no
BA,yes,no,no,Asian,Female,no,no,no,3.0,no,no,yes,no,no,128.0,,,yes,no,yes,no,95,47,75.0,36.0,52.666666666666664,no,4,2.0,3,2,1,50.0,yes,no
BA,yes,no,no,Asian,Male,yes,yes,no,4.0,yes,no,no,no,yes,101.0,5.0,5.0,no,yes,no,no,82,84,87.0,51.0,73.33333333333333,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,yes,no,Black/Black British African,Female,no,yes,no,,no,no,yes,no,no,,,,yes,no,yes,no,90,51,84.0,72.0,69.0,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,no,no,yes,96.0,5.0,5.0,yes,no,no,no,64,79,40.0,44.0,54.333333333333336,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,,no,no,96.0,4.0,3.0,yes,no,no,no,56,40,35.0,,37.5,no,2,2.0,4,0,1,66.66666666666667,no,yes
BA,yes,no,no,White,Male,yes,no,yes,5.0,yes,no,,no,yes,122.0,3.0,,no,no,yes,no,84,60,62.0,44.0,55.333333333333336,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,,no,no,106.0,6.0,5.0,yes,,no,no,76,60,82.0,79.0,73.66666666666667,yes,4,2.0,0,0,1,100.0,no,no
